ResponseId,survey_year,primary_affiliation,commute_miles,calculated_distance_mi,days_walk,days_bike,days_drive_alone,days_carpool,days_bus,days_other,weekly_trips,carpool_occupants,parking_location,cross_streets,university_residence,gender,ethnicity,lives_in_university_housing,enrollment_status,age,yearly_home_trips,vehicle_type,student_classification,campus_location,permanent_zipcode,parking_permit,home_travel_mode,latitude,longitude
R_vCAXDaE7ZLQzfpv,2021,Staff,4.0,3.191432040518359,0,0,0,0,0,0,5.0,,Do not drive to campus,Dakota & Staple,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,,,Mountain Campus (Main Campus),,,,46.87615,-113.94103
R_2EiBTTFvJfNhESn,2021,Student,1.0,0.2927448316022101,5,0,0,0,0,0,10.0,,Do not drive to campus,Beckwith & Madeline,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,,Senior,Mountain Campus (Main Campus),,,Car (alone),46.85711,-113.98395
R_2QmQIcxoP57XBhI,2021,Student,0.7,0.983015902617905,3,0,0,2,0,0,5.0,2,Do not drive to campus,front st & clay st,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Sophomore,Mountain Campus (Main Campus),,,,46.8695,-113.99227
R_3p4mHUJPuJD3Esj,2021,Student,5.0,4.391912878837775,0,0,4,0,0,0,6.0,,Permit parking on campus,Garrett and 39th,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas- sedan,Senior,Mountain Campus (Main Campus),,Student: Half Year,,46.83438,-114.04288
R_2dgQ83TOEHKSg3e,2021,Faculty,1.0,0.8257630550837152,0,5,0,0,0,0,5.0,,Do not drive to campus,Front and Madison,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,,Mountain Campus (Main Campus),,,,46.86885,-113.9874
R_27ebuguRKvBb1QI,2021,Student,1.7,2.2202047425746403,0,0,5,0,0,0,5.0,,Missoula College parking lot,Russel & 3rd,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,6-10,Gas - truck,Junior,Missoula College,,,Car (alone),46.86699,-114.01857
R_3HitKezBjUCPcO0,2021,Student,1.0,1.3482334676276826,1,0,0,0,0,0,2.0,,Do not drive to campus,Van Buren & Elm ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,25-29,,,Graduate Student,Mountain Campus (Main Campus),,,,46.87342,-113.97696
R_R9oSkXXPtkMbvt7,2021,Staff,13.0,11.19732310267135,0,0,5,1,0,0,5.0,3,Reserved parking on campus,Cascade and Essex,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,40-49,,Gas- sedan,,Mountain Campus (Main Campus),,"Faculty / Staff,Reserved",,46.76276,-114.08783
R_wTarvXeYPw9epOh,2021,Student,1.0,,7,0,0,0,0,0,8.0,,Do not drive to campus,,Craighead or Sisson Apartments (the Xs),Female,Multiracial or Biracial,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),59801,University Villages resident,,,
R_3eqXy8cgNSIGQYc,2021,Student,12.0,11.286920365102734,0,0,5,0,0,0,5.0,,Permit parking on campus,Ridgeway Dr and Barclay St,,Non-binary,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Senior,Mountain Campus (Main Campus),,Student: Full Year,,46.76314,-114.09096
R_2Cjt22V8FZkLBR6,2021,Staff,2.5,3.8324608668152615,0,0,5,0,0,0,10.0,,Reserved parking on campus,Creek Crossing and Timberlane,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas - SUV,,Mountain Campus (Main Campus),,Reserved,,46.89978,-113.96954
R_BRh7S66AgnfkFKV,2021,Faculty,2.5,2.454359166711982,0,0,0,3,1,0,4.0,1,Do not drive to campus,3rd and Catlin,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,25-29,,,,Mountain Campus (Main Campus),,,,46.86701,-114.02238
R_1jxGAbgRZ2aYS22,2021,Student,1.0,,5,0,0,1,0,0,5.0,1,Permit parking on campus,,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,1-2,,Senior,Mountain Campus (Main Campus),,,Plane,,
R_2VPz054tOaOfWGP,2021,Student,0.0,,0,7,0,0,0,0,0.0,,On-street parking on campus that requires a UM permit,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Freshman,Mountain Campus (Main Campus),59047,Student: Half Year,Car (alone),,
R_2zMDN4aCAr1BI1V,2021,Staff,1.4,,3,0,1,0,0,0,4.0,,Do not drive to campus,Kent Ave. and Park Street,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,,,Mountain Campus (Main Campus),,,,,
R_aXYdgqt927vIthL,2021,Student,3.0,1.34291788273047,0,3,0,2,0,0,5.0,,Other,5th and Cottonwood,,Male,Hispanic or Latino,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,Other,Missoula College,,,,46.865,-114.00505
R_Tu7utC6YMP4wwJH,2021,Student,1.5,,0,0,1,0,3,0,4.0,,Other,,Lewis & Clark Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Senior,Mountain Campus (Main Campus),59420,Lewis & Clark Villages resident,Car (alone),,
R_eUTbuhYZI7dMXU5,2021,Student,50.0,,0,0,0,1,0,0,4.0,1,Other,Schakahoe and sleeping child,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,3-5,,Sophomore,Mountain Campus (Main Campus),,,Car (someone from home drives to campus and picks you up),,
R_9Gnmvocz2wOr6NP,2021,Student,2.5,4.491280707057425,0,0,5,0,0,0,5.0,,Lewis and Clark/Dornblaser Park and Ride,Martha’s ct. and Gharrett,,Female,Asian or Pacific Islander,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Freshman,Mountain Campus (Main Campus),,,,46.83251,-114.04291
R_28GtcwcOPeMNUKG,2021,Student,1.0,1.5037485723611983,0,0,0,1,4,0,5.0,1,On-street parking close to campus that does not require a UM permit,6th and Walnut,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Graduate Student,Mountain Campus (Main Campus),,,,46.86404,-114.00811
R_3CJECOiTcRfnWkW,2021,Student,1.3,1.1896022633651766,0,3,0,0,0,0,3.0,,Do not drive to campus,Cherry & Van Buren,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,30-39,,,Other,Mountain Campus (Main Campus),,,,46.87211,-113.97888
R_1CJeYqdjtoIqHmV,2021,Student,5.0,,0,0,5,0,0,0,5.0,,Permit parking on campus,S Garfield St & W Kent Ave,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,Gas - SUV,Senior,Mountain Campus (Main Campus),,Student: Half Year,,,
R_1QusJ9VF9RBD17I,2021,Student,1.5,2.173489164928572,1,3,1,0,0,0,5.0,,Permit parking on campus,5th & Russell,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,Gas - SUV,Senior,Mountain Campus (Main Campus),,,,46.86504,-114.01855
R_PBU02DCngJbmqlj,2021,Student,0.0,0.9270471227105871,0,0,0,0,0,0,1.0,,Hourly pay parking on campus,Broadway St. and Madison St.,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,Senior,Mountain Campus (Main Campus),,,,46.86999,-113.98696
R_22J7ksxayPOvdmN,2021,Student,4.1,3.6821626004918726,0,0,4,0,0,0,5.0,,Missoula College parking lot,S 3rd & Grove,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas - SUV,Senior,Missoula College,,Student: Half Year,,46.86692,-114.04211
R_5j11uYdtKxUJPfb,2021,Student,0.0,,7,0,0,0,0,0,0.0,,Do not drive to campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Sophomore,Mountain Campus (Main Campus),59812,,Car (someone from home drives to campus and picks you up),,
R_3QRAFxOprERZTw8,2021,Faculty,1.5,1.6465110283070141,0,0,2,0,0,0,4.0,,Permit parking on campus,Thames and Fairview,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas - SUV,,Missoula College,,Faculty / Staff,,46.84608,-114.00088
R_1o0i2U8c1RI4kXv,2021,Student,3.1,,0,0,6,0,0,0,5.0,,Hourly pay parking on campus,HWY 263 and Great Northern Ave,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Junior,"Mountain Campus (Main Campus),Missoula College",,,,,
R_ApxerAnaMk2EETv,2021,Student,2.0,2.2202047425746403,0,5,0,0,0,0,8.0,,Do not drive to campus,Russell and third,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,Graduate Student,Mountain Campus (Main Campus),,,,46.86699,-114.01857
R_1GTSmUggNQdUCtU,2021,Student,3.0,2.7269542982026054,0,0,4,0,0,0,5.0,,Permit parking on campus,Ernest and Russel ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,Gas - SUV,Senior,Mountain Campus (Main Campus),,Student: Half Year,Car (alone),46.84159,-114.0183
R_sUnVgEcc0Y0QeCB,2021,Faculty,13.0,,0,0,5,0,0,0,5.0,,On-street parking close to campus that does not require a UM permit,Old Darby Rd & Wagon Bridge Lane,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,All electric,,,,,,,
R_3lJjzW04q92KlZp,2021,Student,3.0,,0,0,4,0,0,0,3.0,,Permit parking on campus,,Lewis & Clark Villages,Prefer to not say,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,,,Junior,"Mountain Campus (Main Campus),Missoula College",59801,"Student: Half Year,Lewis & Clark Villages resident",,,
R_2bNrARsGZvbk08B,2021,Student,3.0,4.160933755178637,0,0,1,2,2,0,7.0,1,Permit parking on campus,Reserve & Mullan,,Female,Hispanic or Latino,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,,46.88506,-114.03934
R_3PoepkCvNHaViBM,2021,Student,0.25,0.36036907907609383,2,2,0,0,0,0,4.0,,Do not drive to campus,University and Helen,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,3-5,,Graduate Student,Mountain Campus (Main Campus),,City of Missoula residential parking district,Car (alone),46.86007,-113.99089
R_3HiucEPSaSJSqAy,2021,Student,0.1,,0,0,0,0,0,7,30.0,,Do not drive to campus,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Freshman,Mountain Campus (Main Campus),59812,,Plane,,
R_1DvRwhi3HWcLJIQ,2021,Faculty,20.0,,0,0,1,0,0,0,1.0,,Permit parking on campus,hwy 93 & old hwy 93,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,40-49,1-2,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_1mC5dh6cVnsMZGN,2021,Student,1.0,,0,3,0,0,2,0,5.0,,Permit parking on campus,,Toole Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,30-39,,,Graduate Student,Mountain Campus (Main Campus),59801,"Student: Full Year,University Villages resident",,,
R_2YQZnowclHZytoK,2021,Faculty,5.0,4.537214685485841,0,0,3,0,0,0,3.0,,Permit parking on campus,Rainbow and Briggs St,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas- sedan,,Mountain Campus (Main Campus),,Faculty / Staff,,46.83053,-114.04168
R_3gSmG5H064j6O3k,2021,Student,1.0,0.6757985216923846,0,3,0,0,0,0,4.0,,Do not drive to campus,6th and Ronald,,Non-binary,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,6-10,,Senior,Mountain Campus (Main Campus),,,Car (alone),46.864,-113.99419
R_0cSdUCqdlPmOOTD,2021,Student,2.0,1.928792920292489,0,0,0,0,5,0,6.0,,Lewis and Clark/Dornblaser Park and Ride,Benton and Queen,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Junior,Mountain Campus (Main Campus),,,,46.84516,-114.00611
R_2bPKZmaBQwbAPmZ,2021,Staff,2.5,2.7061635914103976,0,0,2,0,0,0,5.0,,Permit parking on campus,Russell & Broadway,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,Gas- sedan,,Mountain Campus (Main Campus),,Faculty / Staff,,46.87806,-114.01859
R_2coo6gy4zx38GMO,2021,Student,0.0,,5,0,0,0,0,0,6.0,,Permit parking on campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Freshman,Mountain Campus (Main Campus),59801,Student: Half Year,Car (alone),,
R_qJyzqVwTlUvF3Jn,2021,Student,2.0,,0,4,0,0,1,0,7.0,,Do not drive to campus,,Lewis & Clark Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Junior,Mountain Campus (Main Campus),80020,,Plane,,
R_1msWViDbI8qm9rS,2021,Student,30.0,,0,0,6,0,0,0,6.0,,On-street parking close to campus that does not require a UM permit,,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Electric hybrid,Sophomore,Mountain Campus (Main Campus),,,,,
R_1rId1BpoB0nCUeB,2021,Student,1.0,0.983015902617905,7,0,0,0,0,0,6.0,,Do not drive to campus,Clay & Front st,,Male,Native American or Alaskan Native,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,,Senior,Mountain Campus (Main Campus),,,,46.8695,-113.99227
R_3MEb17723UIsTiF,2021,Student,5.0,,0,0,5,0,0,0,9.0,,Other,Blodgett view drive and Rickets Road,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas - truck,Freshman,Missoula College,,,,,
R_DG0Ogdkt0OcZ1GF,2021,Student,35.0,,0,0,0,5,0,0,5.0,,Hourly pay parking on campus,Wild Turkey and Ambrose,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,11 or more,,Senior,Missoula College,,,Car (alone),,
R_2aWXpgpnKm5YlQY,2021,Staff,50.0,,0,0,7,0,0,0,5.0,,Permit parking on campus,ashley lake rd. and hillside,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,11 or more,Gas- sedan,,Mountain Campus (Main Campus),,Faculty / Staff,Car (alone),,
R_vZvQYdLkkux7Yid,2021,Student,20.0,,0,0,0,5,0,0,4.0,1,Permit parking on campus,,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Sophomore,Mountain Campus (Main Campus),,Student: Full Year,,,
R_2qpEZ4zEQr1iqRv,2021,Staff,2.0,1.8926442609656078,0,4,0,0,0,0,3.0,,Hourly pay parking on campus,Higgins and Pattee Creek,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,,,46.84159,-113.99732
R_27q86x8lAhHfG8Q,2021,Student,4.3,4.817729206545806,0,3,0,2,0,0,5.0,0,On-street parking close to campus that does not require a UM permit,Oleary and Oshaugnessy,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Graduate Student,Mountain Campus (Main Campus),,,,46.88938,-114.0475
R_BKTDf1Bv3LQ97sR,2021,Student,2.0,3.232635385270233,0,0,2,0,0,0,2.0,,Hourly pay parking on campus,Speedway and Minnesota,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,,Gas- sedan,Sophomore,Missoula College,,,,46.87491,-113.9394
R_1N5iBrHpo54nnBu,2021,Student,2.0,,0,0,4,0,0,0,4.0,,Hourly pay parking on campus,N 1st St W & Wolf Ave,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,30-39,,Gas - SUV,Senior,Mountain Campus (Main Campus),,,,,
R_3LXxp7INbXyFHV1,2021,Faculty,1.0,0.7603999368095147,5,0,0,0,0,0,5.0,,,North and Arthur,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,,,Mountain Campus (Main Campus),,,,46.85244,-113.98923
R_yI6YY0x4xf2kpxL,2021,Student,3.0,3.1995207086031594,0,2,0,0,0,0,3.0,,On-street parking close to campus that does not require a UM permit,russel and 39th ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,,Freshman,Mountain Campus (Main Campus),,,,46.8343,-114.01825
R_2usL2vU3qJZFKEt,2021,Student,0.5,0.8366241241294927,0,5,0,1,0,0,5.0,1,On-street parking close to campus that does not require a UM permit,Higgins & beckwith,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,,Graduate Student,Mountain Campus (Main Campus),,,Car (alone),46.8571,-113.99759
R_27TfHKwH10Ne6tV,2021,Student,0.5,,5,0,0,0,0,0,10.0,,Do not drive to campus,,Other (please specify),Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Sophomore,Mountain Campus (Main Campus),59801,,Carpool with others from UM,,
R_PFXKgDUVJEzFJ4t,2021,Student,1.0,,0,4,0,0,0,0,6.0,,Do not drive to campus,,Elliot Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,25-29,1-2,,Graduate Student,Mountain Campus (Main Campus),59806,,Car (alone),,
R_3e8kTrDyRiywgnM,2021,Student,0.0,,5,0,0,0,0,0,0.0,,Permit parking on campus,,Residence Hall on campus,Female,Native American or Alaskan Native,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,6-10,,Freshman,Mountain Campus (Main Campus),59034,Student: Full Year,Car (alone),,
R_331loZgFwc65sp9,2021,Student,1.0,,1,0,5,0,0,0,5.0,,Permit parking on campus,Front,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,Plane,,
R_ZlQgsjbbPfqqMqR,2021,Faculty,6.0,2.992817959891832,0,0,5,0,0,0,5.0,,Reserved parking on campus,Discovery Way and Connor Court,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas - SUV,,Mountain Campus (Main Campus),,Reserved,,46.87691,-113.94525
R_xsXvavBQLlx7L7b,2021,Student,1.0,,0,0,7,0,0,0,6.0,,Permit parking on campus,,Toole Villages,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,25-29,,,Senior,Mountain Campus (Main Campus),59801,Student: Full Year,,,
R_33BTrkA6S0dWJvi,2021,Student,3.0,4.160933755178637,0,0,3,0,0,0,3.0,,Permit parking on campus,Reserve and Mullan,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,25-29,11 or more,Gas - truck,Senior,Mountain Campus (Main Campus),,Student: Full Year,Car (alone),46.88506,-114.03934
R_32VMWHzL0N9iduW,2021,Staff,1.0,1.3080804117673346,1,0,0,0,4,0,5.0,,Do not drive to campus,South & Higgins,,Female,,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,46.84882,-113.99738
R_1C7qILpG4tRdcxE,2021,Student,1.5,2.1476467569908375,0,0,4,0,0,0,4.0,,Permit parking on campus,14th and Russell,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas- sedan,Senior,Mountain Campus (Main Campus),,Student: Half Year,,46.85613,-114.0184
R_3lAnd48dBZ4qZip,2021,Staff,2.0,2.7061635914103976,0,5,0,0,0,0,5.0,,On-street parking close to campus that does not require a UM permit,broadway and russell,,Female,Hispanic or Latino,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,30-39,,,,Mountain Campus (Main Campus),,,,46.87806,-114.01859
R_1op5EfZG2tA2oEY,2021,Student,45.0,,0,0,5,0,0,0,5.0,,Permit parking on campus,Nine Mile Rd,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Freshman,Missoula College,,Student: Full Year,,,
R_OvCVvPY9fHxJIxX,2021,Student,5.0,2.9375543194829024,0,0,4,0,0,0,4.0,,Missoula College parking lot,high park and continental ,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,17-24,,Gas- sedan,Senior,Missoula College,,Student: Full Year,,46.83248,-114.0073
R_1jxIq4n6H7SvReT,2021,Staff,0.5,0.7259070511443766,0,4,1,0,0,0,5.0,,Permit parking on campus,Beverly & Hilda,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,46.85414,-113.99252
R_0TXjcqijul1zsaZ,2021,Student,0.0,,7,0,0,0,0,0,0.0,,Permit parking on campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,3-5,,Freshman,Mountain Campus (Main Campus),44141,Student: Full Year,Plane,,
R_XYzRfoCqomHAMVj,2021,Student,0.0,,0,0,0,0,0,0,7.0,,Permit parking on campus,,Residence Hall on campus,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Junior,Mountain Campus (Main Campus),97140,Student: Full Year,Car (someone from home drives to campus and picks you up),,
R_3Hiys7VWjezBENo,2021,Staff,5.0,3.157906621321799,0,0,0,5,0,0,5.0,One or two,Other,Curtis and Wyoming,,Female,Multiracial or Biracial,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,,,46.87194,-114.03164
R_32QPDTEJ78I8cNY,2021,Faculty,3.0,3.3002224729611243,0,0,6,0,0,0,5.0,,Permit parking on campus,Eaton & South Ave,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas- sedan,,Mountain Campus (Main Campus),,Faculty / Staff,,46.84881,-114.03426
R_bwtljPgHGYiOhO1,2021,Staff,3.1,3.5803920137705423,0,5,0,0,0,0,5.0,,On-street parking close to campus that does not require a UM permit,Rattlesnake Dr and Lincoln Hills,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,,,Mountain Campus (Main Campus),,,,46.8961,-113.96568
R_tJoPYPYnpsnDlYt,2021,Student,1.0,0.6789385559749954,0,0,0,5,0,0,10.0,2,Permit parking on campus,Gerald and Daly,,Female,Hispanic or Latino,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,,Sophomore,Mountain Campus (Main Campus),,Student: Half Year,Car (alone),46.86104,-113.9958
R_RXm77IDL0llDL33,2021,Student,1.25,1.9571192340518142,0,0,3,0,0,0,3.0,,Permit parking on campus,1st and California,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,40-49,,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,Faculty / Staff,,46.86863,-114.01329
R_r9K3QDzmDMI3zTH,2021,Faculty,3.0,4.03653951016948,0,1,1,0,2,0,4.0,,On-street parking close to campus that does not require a UM permit,Lincoln Rd and Heritage Way,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,,,Mountain Campus (Main Campus),,,,46.90141,-113.96629
R_pm9Sdd8sMgRCBrP,2021,Student,5.0,6.021913937481239,0,0,4,0,0,0,4.0,,Permit parking on campus,Grant Creek Rd and Expo Pkwy,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Sophomore,Mountain Campus (Main Campus),,Student: Half Year,,46.91595,-114.03267
R_2TuSaTX3qnO9Psi,2021,Faculty,4.0,,0,0,2,0,0,0,2.0,,Permit parking on campus,,,Male,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Part-time,60+,,Gas - SUV,,Mountain Campus (Main Campus),,Faculty / Staff,,,
R_2RVBb1GzQorTQwq,2021,Student,0.0,,5,0,0,0,0,0,0.0,,Permit parking on campus,,Residence Hall on campus,Female,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Full-time,17-24,1-2,,Freshman,Mountain Campus (Main Campus),59801,Student: Full Year,Car (alone),,
R_3LcDnQhR0z1mI03,2021,Faculty,2.0,2.4146973398668523,0,0,3,0,2,0,5.0,,On-street parking close to campus that does not require a UM permit,5th & Catlin,,Female,Hispanic or Latino,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,50-59,,Gas - SUV,,Mountain Campus (Main Campus),,,,46.86504,-114.02241
R_23dVMs07MZYK3AT,2021,Student,2.0,,0,1,4,0,0,0,5.0,,Permit parking on campus,,Lewis & Clark Villages,Male,White or Caucasian,"Yes (e.g., residence hall, University Villages, Lewis & Clark, etc.)",Part-time,17-24,1-2,,Junior,Mountain Campus (Main Campus),59801,Student: Half Year,Plane,,
R_1mruPXbICdG7BIi,2021,Student,2.0,,2,0,3,0,0,0,5.0,,Permit parking on campus,E front and Kiwanis I think,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,3-5,Gas - SUV,Graduate Student,Mountain Campus (Main Campus),,Student: Full Year,Car (alone),,
R_vjeEmnjpROS2hi1,2021,Student,2.4,,1,0,3,1,0,0,5.0,2,On-street parking close to campus that does not require a UM permit,Shilliing St & W Sussex Ave,,Non-binary,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,17-24,,Gas - SUV,Junior,Mountain Campus (Main Campus),,,,,
R_pT7Auu3la02wX1D,2021,Staff,0.0,,0,0,0,0,0,0,0.0,,Do not drive to campus,na,,Female,White or Caucasian,"No (e.g., rent from private landlord, own home or condo, live with family, etc.)",Full-time,60+,,,,Mountain Campus (Main Campus),,,,,
